Training History
D_Loss: 2.000000
Val_PSNR: 36.3296
Val_SSIM: 0.955999

Epoch 463:
G_Loss: 0.012945
D_Loss: 2.000000
Val_PSNR: 36.2991
Val_SSIM: 0.956386

Epoch 464:
G_Loss: 0.012946
D_Loss: 2.000000
Val_PSNR: 36.2887
Val_SSIM: 0.957443

Epoch 465:
G_Loss: 0.012944
D_Loss: 2.000000
Val_PSNR: 36.3479
Val_SSIM: 0.956754

Epoch 466:
G_Loss: 0.012947
D_Loss: 2.000000
Val_PSNR: 36.3199
Val_SSIM: 0.955603

Epoch 467:
G_Loss: 0.012944
D_Loss: 2.000000
Val_PSNR: 36.3397
Val_SSIM: 0.957175

Epoch 468:
G_Loss: 0.012943
D_Loss: 2.000000
Val_PSNR: 36.3310
Val_SSIM: 0.954731

Epoch 469:
G_Loss: 0.012945
D_Loss: 2.000000
Val_PSNR: 36.3299
Val_SSIM: 0.957095

Epoch 470:
G_Loss: 0.012944
D_Loss: 2.000000
Val_PSNR: 36.3590
Val_SSIM: 0.955233

Epoch 471:
G_Loss: 0.012946
D_Loss: 2.000000
Val_PSNR: 36.3604
Val_SSIM: 0.954074

Epoch 472:
G_Loss: 0.012944
D_Loss: 2.000000
Val_PSNR: 36.3250
Val_SSIM: 0.956557

Epoch 473:
G_Loss: 0.012945
D_Loss: 2.000000
Val_PSNR: 36.2988
Val_SSIM: 0.957088

Epoch 474:
G_Loss: 0.012945
D_Loss: 2.000000
Val_PSNR: 36.3500
Val_SSIM: 0.955824

Epoch 475:
G_Loss: 0.012944
D_Loss: 2.000000
Val_PSNR: 36.3001
Val_SSIM: 0.956130

Epoch 476:
G_Loss: 0.012941
D_Loss: 2.000000
Val_PSNR: 36.3281
Val_SSIM: 0.956635

Epoch 477:
G_Loss: 0.012944
D_Loss: 2.000000
Val_PSNR: 36.3579
Val_SSIM: 0.955802

Epoch 478:
G_Loss: 0.012944
D_Loss: 2.000000
Val_PSNR: 36.3315
Val_SSIM: 0.957373

Epoch 479:
G_Loss: 0.012945
D_Loss: 2.000000
Val_PSNR: 36.3141
Val_SSIM: 0.955990

Epoch 480:
G_Loss: 0.012944
D_Loss: 2.000000
Val_PSNR: 36.2847
Val_SSIM: 0.957540

Epoch 481:
G_Loss: 0.012946
D_Loss: 2.000000
Val_PSNR: 36.3429
Val_SSIM: 0.956811

Epoch 482:
G_Loss: 0.012944
D_Loss: 2.000000
Val_PSNR: 36.3201
Val_SSIM: 0.956497

Epoch 483:
G_Loss: 0.012943
D_Loss: 2.000000
Val_PSNR: 36.2876
Val_SSIM: 0.956490

Epoch 484:
G_Loss: 0.012945
D_Loss: 2.000000
Val_PSNR: 36.3313
Val_SSIM: 0.957276

Epoch 485:
G_Loss: 0.012945
D_Loss: 2.000000
Val_PSNR: 36.3469
Val_SSIM: 0.956516

Epoch 486:
G_Loss: 0.012943
D_Loss: 2.000000
Val_PSNR: 36.3529
Val_SSIM: 0.951613

Epoch 487:
G_Loss: 0.012943
D_Loss: 2.000000
Val_PSNR: 36.3569
Val_SSIM: 0.954454

Epoch 488:
G_Loss: 0.012941
D_Loss: 2.000000
Val_PSNR: 36.3411
Val_SSIM: 0.956877

Epoch 489:
G_Loss: 0.012940
D_Loss: 2.000000
Val_PSNR: 36.2582
Val_SSIM: 0.958174

Epoch 490:
G_Loss: 0.012941
D_Loss: 2.000000
Val_PSNR: 36.3265
Val_SSIM: 0.957135

Epoch 491:
G_Loss: 0.012945
D_Loss: 2.000000
Val_PSNR: 36.3420
Val_SSIM: 0.955809

Epoch 492:
G_Loss: 0.012945
D_Loss: 2.000000
Val_PSNR: 36.3303
Val_SSIM: 0.957359

Epoch 493:
G_Loss: 0.012944
D_Loss: 2.000000
Val_PSNR: 36.3490
Val_SSIM: 0.953682

Epoch 494:
G_Loss: 0.012943
D_Loss: 2.000000
Val_PSNR: 36.3619
Val_SSIM: 0.954097

Epoch 495:
G_Loss: 0.012941
D_Loss: 2.000000
Val_PSNR: 36.3433
Val_SSIM: 0.955883

Epoch 496:
G_Loss: 0.012943
D_Loss: 2.000000
Val_PSNR: 36.3759
Val_SSIM: 0.955795

Epoch 497:
G_Loss: 0.012945
D_Loss: 2.000000
Val_PSNR: 36.3233
Val_SSIM: 0.956804

Epoch 498:
G_Loss: 0.012944
D_Loss: 2.000000
Val_PSNR: 36.3149
Val_SSIM: 0.956025

Epoch 499:
G_Loss: 0.012941
D_Loss: 2.000000
Val_PSNR: 36.3775
Val_SSIM: 0.953582

Epoch 500:
G_Loss: 0.012941
D_Loss: 2.000000
Val_PSNR: 36.3108
Val_SSIM: 0.957640

Epoch 501:
G_Loss: 0.013166
D_Loss: 2.000000
Val_PSNR: 36.3576
Val_SSIM: 0.957156

Epoch 502:
G_Loss: 0.013164
D_Loss: 2.000000
Val_PSNR: 36.3274
Val_SSIM: 0.956169

Epoch 503:
G_Loss: 0.013166
D_Loss: 2.000000
Val_PSNR: 36.3622
Val_SSIM: 0.956704

Epoch 504:
G_Loss: 0.013161
D_Loss: 2.000000
Val_PSNR: 36.3746
Val_SSIM: 0.956491

Epoch 505:
G_Loss: 0.013163
D_Loss: 2.000000
Val_PSNR: 36.3535
Val_SSIM: 0.955661

Epoch 506:
G_Loss: 0.013160
D_Loss: 2.000000
Val_PSNR: 36.2993
Val_SSIM: 0.956077

Epoch 507:
G_Loss: 0.013163
D_Loss: 2.000000
Val_PSNR: 36.3341
Val_SSIM: 0.957083

Epoch 508:
G_Loss: 0.013161
D_Loss: 2.000000
Val_PSNR: 36.3103
Val_SSIM: 0.956583

Epoch 509:
G_Loss: 0.013160
D_Loss: 2.000000
Val_PSNR: 36.3314
Val_SSIM: 0.957806

Epoch 510:
G_Loss: 0.013162
D_Loss: 2.000000
Val_PSNR: 36.3069
Val_SSIM: 0.957846

Epoch 511:
G_Loss: 0.013160
D_Loss: 2.000000
Val_PSNR: 36.2941
Val_SSIM: 0.956066

Epoch 512:
G_Loss: 0.013162
D_Loss: 2.000000
Val_PSNR: 36.2759
Val_SSIM: 0.956616

Epoch 513:
G_Loss: 0.013160
D_Loss: 2.000000
Val_PSNR: 36.3459
Val_SSIM: 0.956300

Epoch 514:
G_Loss: 0.013156
D_Loss: 2.000000
Val_PSNR: 36.3638
Val_SSIM: 0.954325

Epoch 515:
G_Loss: 0.013159
D_Loss: 2.000000
Val_PSNR: 36.3255
Val_SSIM: 0.957016

Epoch 516:
G_Loss: 0.013158
D_Loss: 2.000000
Val_PSNR: 36.3267
Val_SSIM: 0.956896

Epoch 517:
G_Loss: 0.013157
D_Loss: 2.000000
Val_PSNR: 36.3706
Val_SSIM: 0.954468

Epoch 518:
G_Loss: 0.013158
D_Loss: 2.000000
Val_PSNR: 36.2905
Val_SSIM: 0.956964

Epoch 519:
G_Loss: 0.013157
D_Loss: 2.000000
Val_PSNR: 36.3202
Val_SSIM: 0.958603

Epoch 520:
G_Loss: 0.013157
D_Loss: 2.000000
Val_PSNR: 36.3380
Val_SSIM: 0.956953

Epoch 521:
G_Loss: 0.013157
D_Loss: 2.000000
Val_PSNR: 36.2592
Val_SSIM: 0.957254

Epoch 522:
G_Loss: 0.013157
D_Loss: 2.000000
Val_PSNR: 36.3432
Val_SSIM: 0.956606

Epoch 523:
G_Loss: 0.013155
D_Loss: 2.000000
Val_PSNR: 36.3716
Val_SSIM: 0.952295

Epoch 524:
G_Loss: 0.013154
D_Loss: 2.000000
Val_PSNR: 36.3591
Val_SSIM: 0.955147

Epoch 525:
G_Loss: 0.013157
D_Loss: 2.000000
Val_PSNR: 36.3067
Val_SSIM: 0.957985

Epoch 526:
G_Loss: 0.013157
D_Loss: 2.000000
Val_PSNR: 36.3482
Val_SSIM: 0.956445

Epoch 527:
G_Loss: 0.013155
D_Loss: 2.000000
Val_PSNR: 36.3290
Val_SSIM: 0.956942

Epoch 528:
G_Loss: 0.013154
D_Loss: 2.000000
Val_PSNR: 36.3166
Val_SSIM: 0.957274

Epoch 529:
G_Loss: 0.013155
D_Loss: 2.000000
Val_PSNR: 36.3589
Val_SSIM: 0.954314

Epoch 530:
G_Loss: 0.013152
D_Loss: 2.000000
Val_PSNR: 36.3764
Val_SSIM: 0.953095

Epoch 531:
G_Loss: 0.013154
D_Loss: 2.000000
Val_PSNR: 36.3460
Val_SSIM: 0.955328

Epoch 532:
G_Loss: 0.013154
D_Loss: 2.000000
Val_PSNR: 36.2805
Val_SSIM: 0.956929

Epoch 533:
G_Loss: 0.013154
D_Loss: 2.000000
Val_PSNR: 36.3633
Val_SSIM: 0.956140

Epoch 534:
G_Loss: 0.013157
D_Loss: 2.000000
Val_PSNR: 36.3367
Val_SSIM: 0.956453

Epoch 535:
G_Loss: 0.013156
D_Loss: 2.000000
Val_PSNR: 36.3491
Val_SSIM: 0.954486

Epoch 536:
G_Loss: 0.013154
D_Loss: 2.000000
Val_PSNR: 36.2816
Val_SSIM: 0.956362

Epoch 537:
G_Loss: 0.013154
D_Loss: 2.000000
Val_PSNR: 36.2237
Val_SSIM: 0.957654

Epoch 538:
G_Loss: 0.013153
D_Loss: 2.000000
Val_PSNR: 36.3655
Val_SSIM: 0.953704

Epoch 539:
G_Loss: 0.013154
D_Loss: 2.000000
Val_PSNR: 36.3009
Val_SSIM: 0.957204

Epoch 540:
G_Loss: 0.013155
D_Loss: 2.000000
Val_PSNR: 36.3382
Val_SSIM: 0.957716

Epoch 541:
G_Loss: 0.013155
D_Loss: 2.000000
Val_PSNR: 36.3228
Val_SSIM: 0.958070

Epoch 542:
G_Loss: 0.013153
D_Loss: 2.000000
Val_PSNR: 36.3448
Val_SSIM: 0.954929

Epoch 543:
G_Loss: 0.013152
D_Loss: 2.000000
Val_PSNR: 36.3712
Val_SSIM: 0.952754

Epoch 544:
G_Loss: 0.013151
D_Loss: 2.000000
Val_PSNR: 36.3006
Val_SSIM: 0.957249

Epoch 545:
G_Loss: 0.013151
D_Loss: 2.000000
Val_PSNR: 36.3251
Val_SSIM: 0.957461

Epoch 546:
G_Loss: 0.013152
D_Loss: 2.000000
Val_PSNR: 36.2803
Val_SSIM: 0.956951

Epoch 547:
G_Loss: 0.013152
D_Loss: 2.000000
Val_PSNR: 36.3773
Val_SSIM: 0.955211

Epoch 548:
G_Loss: 0.013150
D_Loss: 2.000000
Val_PSNR: 36.2377
Val_SSIM: 0.957919

Epoch 549:
G_Loss: 0.013152
D_Loss: 2.000000
Val_PSNR: 36.3557
Val_SSIM: 0.956817

Epoch 550:
G_Loss: 0.013150
D_Loss: 2.000000
Val_PSNR: 36.2429
Val_SSIM: 0.956957

Epoch 551:
G_Loss: 0.013152
D_Loss: 2.000000
Val_PSNR: 36.2954
Val_SSIM: 0.955288

Epoch 552:
G_Loss: 0.013151
D_Loss: 2.000000
Val_PSNR: 36.3019
Val_SSIM: 0.957158

Epoch 553:
G_Loss: 0.013151
D_Loss: 2.000000
Val_PSNR: 36.3541
Val_SSIM: 0.955110

Epoch 554:
G_Loss: 0.013149
D_Loss: 2.000000
Val_PSNR: 36.3166
Val_SSIM: 0.957364

Epoch 555:
G_Loss: 0.013151
D_Loss: 2.000000
Val_PSNR: 36.3132
Val_SSIM: 0.957236

Epoch 556:
G_Loss: 0.013149
D_Loss: 2.000000
Val_PSNR: 36.3336
Val_SSIM: 0.956685

Epoch 557:
G_Loss: 0.013151
D_Loss: 2.000000
Val_PSNR: 36.3676
Val_SSIM: 0.955810

Epoch 558:
G_Loss: 0.013148
D_Loss: 2.000000
Val_PSNR: 36.3310
Val_SSIM: 0.956953

Epoch 559:
G_Loss: 0.013147
D_Loss: 2.000000
Val_PSNR: 36.3763
Val_SSIM: 0.956136

Epoch 560:
G_Loss: 0.013147
D_Loss: 2.000000
Val_PSNR: 36.3802
Val_SSIM: 0.956699

Epoch 561:
G_Loss: 0.013150
D_Loss: 2.000000
Val_PSNR: 36.3205
Val_SSIM: 0.957038

Epoch 562:
G_Loss: 0.013149
D_Loss: 2.000000
Val_PSNR: 36.3182
Val_SSIM: 0.955638

Epoch 563:
G_Loss: 0.013149
D_Loss: 2.000000
Val_PSNR: 36.3239
Val_SSIM: 0.955952

Epoch 564:
G_Loss: 0.013149
D_Loss: 2.000000
Val_PSNR: 36.3325
Val_SSIM: 0.957844

Epoch 565:
G_Loss: 0.013150
D_Loss: 2.000000
Val_PSNR: 36.3582
Val_SSIM: 0.956868

Epoch 566:
G_Loss: 0.013145
D_Loss: 2.000000
Val_PSNR: 36.3360
Val_SSIM: 0.956915

Epoch 567:
G_Loss: 0.013149
D_Loss: 2.000000
Val_PSNR: 36.3426
Val_SSIM: 0.957016

Epoch 568:
G_Loss: 0.013150
D_Loss: 2.000000
Val_PSNR: 36.3338
Val_SSIM: 0.959006

Epoch 569:
G_Loss: 0.013148
D_Loss: 2.000000
Val_PSNR: 36.3385
Val_SSIM: 0.957045

Epoch 570:
G_Loss: 0.013149
D_Loss: 2.000000
Val_PSNR: 36.2991
Val_SSIM: 0.956803

Epoch 571:
G_Loss: 0.013147
D_Loss: 2.000000
Val_PSNR: 36.3561
Val_SSIM: 0.954658

Epoch 572:
G_Loss: 0.013148
D_Loss: 2.000000
Val_PSNR: 36.3410
Val_SSIM: 0.956788

Epoch 573:
G_Loss: 0.013148
D_Loss: 2.000000
Val_PSNR: 36.3275
Val_SSIM: 0.957644

Epoch 574:
G_Loss: 0.013149
D_Loss: 2.000000
Val_PSNR: 36.3499
Val_SSIM: 0.956485

Epoch 575:
G_Loss: 0.013147
D_Loss: 2.000000
Val_PSNR: 36.3141
Val_SSIM: 0.956759

Epoch 576:
G_Loss: 0.013148
D_Loss: 2.000000
Val_PSNR: 36.3252
Val_SSIM: 0.955235

Epoch 577:
G_Loss: 0.013145
D_Loss: 2.000000
Val_PSNR: 36.3603
Val_SSIM: 0.954620

Epoch 578:
G_Loss: 0.013147
D_Loss: 2.000000
Val_PSNR: 36.3788
Val_SSIM: 0.955986

Epoch 579:
G_Loss: 0.013147
D_Loss: 2.000000
Val_PSNR: 36.2955
Val_SSIM: 0.954776

Epoch 580:
G_Loss: 0.013147
D_Loss: 2.000000
Val_PSNR: 36.3655
Val_SSIM: 0.954849

Epoch 581:
G_Loss: 0.013147
D_Loss: 2.000000
Val_PSNR: 36.3617
Val_SSIM: 0.953997

Epoch 582:
G_Loss: 0.013146
D_Loss: 2.000000
Val_PSNR: 36.3596
Val_SSIM: 0.957364

Epoch 583:
G_Loss: 0.013145
D_Loss: 2.000000
Val_PSNR: 36.3772
Val_SSIM: 0.952451

Epoch 584:
G_Loss: 0.013146
D_Loss: 2.000000
Val_PSNR: 36.3818
Val_SSIM: 0.955798

Epoch 585:
G_Loss: 0.013143
D_Loss: 2.000000
Val_PSNR: 36.3160
Val_SSIM: 0.956862

Epoch 586:
G_Loss: 0.013146
D_Loss: 2.000000
Val_PSNR: 36.3710
Val_SSIM: 0.954758

Epoch 587:
G_Loss: 0.013144
D_Loss: 2.000000
Val_PSNR: 36.3710
Val_SSIM: 0.953050

Epoch 588:
G_Loss: 0.013143
D_Loss: 2.000000
Val_PSNR: 36.3303
Val_SSIM: 0.955349

Epoch 589:
G_Loss: 0.013143
D_Loss: 2.000000
Val_PSNR: 36.3879
Val_SSIM: 0.955273

Epoch 590:
G_Loss: 0.013145
D_Loss: 2.000000
Val_PSNR: 36.3762
Val_SSIM: 0.955331

Epoch 591:
G_Loss: 0.013144
D_Loss: 2.000000
Val_PSNR: 36.3089
Val_SSIM: 0.956928

Epoch 592:
G_Loss: 0.013144
D_Loss: 2.000000
Val_PSNR: 36.3718
Val_SSIM: 0.956120

Epoch 593:
G_Loss: 0.013147
D_Loss: 2.000000
Val_PSNR: 36.3306
Val_SSIM: 0.957453

Epoch 594:
G_Loss: 0.013145
D_Loss: 2.000000
Val_PSNR: 36.3590
Val_SSIM: 0.957260

Epoch 595:
G_Loss: 0.013144
D_Loss: 2.000000
Val_PSNR: 36.3232
Val_SSIM: 0.956245

Epoch 596:
G_Loss: 0.013143
D_Loss: 2.000000
Val_PSNR: 36.3832
Val_SSIM: 0.953372

Epoch 597:
G_Loss: 0.013145
D_Loss: 2.000000
Val_PSNR: 36.3625
Val_SSIM: 0.955803

Epoch 598:
G_Loss: 0.013144
D_Loss: 2.000000
Val_PSNR: 36.3566
Val_SSIM: 0.955914

Epoch 599:
G_Loss: 0.013144
D_Loss: 2.000000
Val_PSNR: 36.3498
Val_SSIM: 0.957442

Epoch 600:
G_Loss: 0.013143
D_Loss: 2.000000
Val_PSNR: 36.3095
Val_SSIM: 0.956135

Epoch 601:
G_Loss: 0.013144
D_Loss: 2.000000
Val_PSNR: 36.3629
Val_SSIM: 0.956127

Epoch 602:
G_Loss: 0.013144
D_Loss: 2.000000
Val_PSNR: 36.3100
Val_SSIM: 0.956959

Epoch 603:
G_Loss: 0.013144
D_Loss: 2.000000
Val_PSNR: 36.3084
Val_SSIM: 0.957048

Epoch 604:
G_Loss: 0.013144
D_Loss: 2.000000
Val_PSNR: 36.3426
Val_SSIM: 0.956316

Epoch 605:
G_Loss: 0.013145
D_Loss: 2.000000
Val_PSNR: 36.3643
Val_SSIM: 0.954356

Epoch 606:
G_Loss: 0.013143
D_Loss: 2.000000
Val_PSNR: 36.3569
Val_SSIM: 0.957067

Epoch 607:
G_Loss: 0.013141
D_Loss: 2.000000
Val_PSNR: 36.3323
Val_SSIM: 0.957484

Epoch 608:
G_Loss: 0.013143
D_Loss: 2.000000
Val_PSNR: 36.3075
Val_SSIM: 0.956087

Epoch 609:
G_Loss: 0.013142
D_Loss: 2.000000
Val_PSNR: 36.3446
Val_SSIM: 0.957578

Epoch 610:
G_Loss: 0.013140
D_Loss: 2.000000
Val_PSNR: 36.3612
Val_SSIM: 0.957191

Epoch 611:
G_Loss: 0.013142
D_Loss: 2.000000
Val_PSNR: 36.3531
Val_SSIM: 0.955192

Epoch 612:
G_Loss: 0.013141
D_Loss: 2.000000
Val_PSNR: 36.3204
Val_SSIM: 0.956229

Epoch 613:
G_Loss: 0.013143
D_Loss: 2.000000
Val_PSNR: 36.3010
Val_SSIM: 0.955738

Epoch 614:
G_Loss: 0.013143
D_Loss: 2.000000
Val_PSNR: 36.3621
Val_SSIM: 0.957196

Epoch 615:
G_Loss: 0.013142
D_Loss: 2.000000
Val_PSNR: 36.3788
Val_SSIM: 0.953508

Epoch 616:
G_Loss: 0.013141
D_Loss: 2.000000
Val_PSNR: 36.3716
Val_SSIM: 0.955481

Epoch 617:
G_Loss: 0.013140
D_Loss: 2.000000
Val_PSNR: 36.3480
Val_SSIM: 0.953847

Epoch 618:
G_Loss: 0.013141
D_Loss: 2.000000
Val_PSNR: 36.3280
Val_SSIM: 0.956769

Epoch 619:
G_Loss: 0.013142
D_Loss: 2.000000
Val_PSNR: 36.2452
Val_SSIM: 0.957220

Epoch 620:
G_Loss: 0.013139
D_Loss: 2.000000
Val_PSNR: 36.3706
Val_SSIM: 0.953507

Epoch 621:
G_Loss: 0.013140
D_Loss: 2.000000
Val_PSNR: 36.3502
Val_SSIM: 0.956830

Epoch 622:
G_Loss: 0.013139
D_Loss: 2.000000
Val_PSNR: 36.2990
Val_SSIM: 0.956610

Epoch 623:
G_Loss: 0.013140
D_Loss: 2.000000
Val_PSNR: 36.3679
Val_SSIM: 0.953229

Epoch 624:
G_Loss: 0.013139
D_Loss: 2.000000
Val_PSNR: 36.1831
Val_SSIM: 0.957757

Epoch 625:
G_Loss: 0.013140
D_Loss: 2.000000
Val_PSNR: 36.3737
Val_SSIM: 0.955352

Epoch 626:
G_Loss: 0.013141
D_Loss: 2.000000
Val_PSNR: 36.3148
Val_SSIM: 0.956217

Epoch 627:
G_Loss: 0.013136
D_Loss: 2.000000
Val_PSNR: 36.3497
Val_SSIM: 0.957420

Epoch 628:
G_Loss: 0.013142
D_Loss: 2.000000
Val_PSNR: 36.3870
Val_SSIM: 0.955181

Epoch 629:
G_Loss: 0.013138
D_Loss: 2.000000
Val_PSNR: 36.3020
Val_SSIM: 0.956823

Epoch 630:
G_Loss: 0.013141
D_Loss: 2.000000
Val_PSNR: 36.3584
Val_SSIM: 0.957445

Epoch 631:
G_Loss: 0.013137
D_Loss: 2.000000
Val_PSNR: 36.3402
Val_SSIM: 0.957286

Epoch 632:
G_Loss: 0.013136
D_Loss: 2.000000
Val_PSNR: 36.3470
Val_SSIM: 0.956536

Epoch 633:
G_Loss: 0.013139
D_Loss: 2.000000
Val_PSNR: 36.3779
Val_SSIM: 0.952823

Epoch 634:
G_Loss: 0.013138
D_Loss: 2.000000
Val_PSNR: 36.3064
Val_SSIM: 0.957385

Epoch 635:
G_Loss: 0.013137
D_Loss: 2.000000
Val_PSNR: 36.2867
Val_SSIM: 0.956189

Epoch 636:
G_Loss: 0.013138
D_Loss: 2.000000
Val_PSNR: 36.3689
Val_SSIM: 0.955900

Epoch 637:
G_Loss: 0.013139
D_Loss: 2.000000
Val_PSNR: 36.2897
Val_SSIM: 0.957224

Epoch 638:
G_Loss: 0.013139
D_Loss: 2.000000
Val_PSNR: 36.3748
Val_SSIM: 0.954018

Epoch 639:
G_Loss: 0.013141
D_Loss: 2.000000
Val_PSNR: 36.2136
Val_SSIM: 0.958751

Epoch 640:
G_Loss: 0.013137
D_Loss: 2.000000
Val_PSNR: 36.3665
Val_SSIM: 0.955022

Epoch 641:
G_Loss: 0.013140
D_Loss: 2.000000
Val_PSNR: 36.3362
Val_SSIM: 0.957869

Epoch 642:
G_Loss: 0.013139
D_Loss: 2.000000
Val_PSNR: 36.3285
Val_SSIM: 0.955703

Epoch 643:
G_Loss: 0.013136
D_Loss: 2.000000
Val_PSNR: 36.3221
Val_SSIM: 0.956047

Epoch 644:
G_Loss: 0.013138
D_Loss: 2.000000
Val_PSNR: 36.3565
Val_SSIM: 0.957269

Epoch 645:
G_Loss: 0.013136
D_Loss: 2.000000
Val_PSNR: 36.3039
Val_SSIM: 0.957182

Epoch 646:
G_Loss: 0.013134
D_Loss: 2.000000
Val_PSNR: 36.3133
Val_SSIM: 0.957208

Epoch 647:
G_Loss: 0.013135
D_Loss: 2.000000
Val_PSNR: 36.3721
Val_SSIM: 0.954063

Epoch 648:
G_Loss: 0.013137
D_Loss: 2.000000
Val_PSNR: 36.3207
Val_SSIM: 0.957371

Epoch 649:
G_Loss: 0.013137
D_Loss: 2.000000
Val_PSNR: 36.3267
Val_SSIM: 0.956563

Epoch 650:
G_Loss: 0.013135
D_Loss: 2.000000
Val_PSNR: 36.3859
Val_SSIM: 0.955200

Epoch 651:
G_Loss: 0.013135
D_Loss: 2.000000
Val_PSNR: 36.3568
Val_SSIM: 0.956389

Epoch 652:
G_Loss: 0.013135
D_Loss: 2.000000
Val_PSNR: 36.3681
Val_SSIM: 0.955532

Epoch 653:
G_Loss: 0.013135
D_Loss: 2.000000
Val_PSNR: 36.3513
Val_SSIM: 0.957062

Epoch 654:
G_Loss: 0.013136
D_Loss: 2.000000
Val_PSNR: 36.3094
Val_SSIM: 0.957244

Epoch 655:
G_Loss: 0.013133
D_Loss: 2.000000
Val_PSNR: 36.3566
Val_SSIM: 0.957580

Epoch 656:
G_Loss: 0.013137
D_Loss: 2.000000
Val_PSNR: 36.3729
Val_SSIM: 0.955958

Epoch 657:
G_Loss: 0.013135
D_Loss: 2.000000
Val_PSNR: 36.3285
Val_SSIM: 0.954582

Epoch 658:
G_Loss: 0.013135
D_Loss: 2.000000
Val_PSNR: 36.3510
Val_SSIM: 0.955883

Epoch 659:
G_Loss: 0.013133
D_Loss: 2.000000
Val_PSNR: 36.3327
Val_SSIM: 0.955931

Epoch 660:
G_Loss: 0.013134
D_Loss: 2.000000
Val_PSNR: 36.3149
Val_SSIM: 0.954813

Epoch 661:
G_Loss: 0.013134
D_Loss: 2.000000
Val_PSNR: 36.3507
Val_SSIM: 0.956895

Epoch 662:
G_Loss: 0.013135
D_Loss: 2.000000
Val_PSNR: 36.3002
Val_SSIM: 0.958749

Epoch 663:
G_Loss: 0.013134
D_Loss: 2.000000
Val_PSNR: 36.3316
Val_SSIM: 0.956554

Epoch 664:
G_Loss: 0.013134
D_Loss: 2.000000
Val_PSNR: 36.3518
Val_SSIM: 0.956523

Epoch 665:
G_Loss: 0.013133
D_Loss: 2.000000
Val_PSNR: 36.3560
Val_SSIM: 0.954394

Epoch 666:
G_Loss: 0.013135
D_Loss: 2.000000
Val_PSNR: 36.3248
Val_SSIM: 0.956675

Epoch 667:
G_Loss: 0.013133
D_Loss: 2.000000
Val_PSNR: 36.3583
Val_SSIM: 0.955952

Epoch 668:
G_Loss: 0.013133
D_Loss: 2.000000
Val_PSNR: 36.3718
Val_SSIM: 0.955612

Epoch 669:
G_Loss: 0.013132
D_Loss: 2.000000
Val_PSNR: 36.3575
Val_SSIM: 0.957439

Epoch 670:
G_Loss: 0.013135
D_Loss: 2.000000
Val_PSNR: 36.3747
Val_SSIM: 0.955220

Epoch 671:
G_Loss: 0.013134
D_Loss: 2.000000
Val_PSNR: 36.3669
Val_SSIM: 0.955719

Epoch 672:
G_Loss: 0.013130
D_Loss: 2.000000
Val_PSNR: 36.3595
Val_SSIM: 0.957801

Epoch 673:
G_Loss: 0.013132
D_Loss: 2.000000
Val_PSNR: 36.3254
Val_SSIM: 0.955616

Epoch 674:
G_Loss: 0.013134
D_Loss: 2.000000
Val_PSNR: 36.2749
Val_SSIM: 0.957094

Epoch 675:
G_Loss: 0.013131
D_Loss: 2.000000
Val_PSNR: 36.3785
Val_SSIM: 0.955977

Epoch 676:
G_Loss: 0.013133
D_Loss: 2.000000
Val_PSNR: 36.3556
Val_SSIM: 0.956222

Epoch 677:
G_Loss: 0.013131
D_Loss: 2.000000
Val_PSNR: 36.3376
Val_SSIM: 0.956666

Epoch 678:
G_Loss: 0.013132
D_Loss: 2.000000
Val_PSNR: 36.3396
Val_SSIM: 0.956357

Epoch 679:
G_Loss: 0.013132
D_Loss: 2.000000
Val_PSNR: 36.3769
Val_SSIM: 0.953427

Epoch 680:
G_Loss: 0.013133
D_Loss: 2.000000
Val_PSNR: 36.3594
Val_SSIM: 0.957163

Epoch 681:
G_Loss: 0.013132
D_Loss: 2.000000
Val_PSNR: 36.3535
Val_SSIM: 0.957029

Epoch 682:
G_Loss: 0.013131
D_Loss: 2.000000
Val_PSNR: 36.2859
Val_SSIM: 0.957074

Epoch 683:
G_Loss: 0.013133
D_Loss: 2.000000
Val_PSNR: 36.3106
Val_SSIM: 0.956007

Epoch 684:
G_Loss: 0.013133
D_Loss: 2.000000
Val_PSNR: 36.3630
Val_SSIM: 0.955534

Epoch 685:
G_Loss: 0.013133
D_Loss: 2.000000
Val_PSNR: 36.3010
Val_SSIM: 0.955845

Epoch 686:
G_Loss: 0.013129
D_Loss: 2.000000
Val_PSNR: 36.3435
Val_SSIM: 0.953873

Epoch 687:
G_Loss: 0.013133
D_Loss: 2.000000
Val_PSNR: 36.3418
Val_SSIM: 0.957421

Epoch 688:
G_Loss: 0.013128
D_Loss: 2.000000
Val_PSNR: 36.3557
Val_SSIM: 0.956130

Epoch 689:
G_Loss: 0.013129
D_Loss: 2.000000
Val_PSNR: 36.3634
Val_SSIM: 0.956324

Epoch 690:
G_Loss: 0.013130
D_Loss: 2.000000
Val_PSNR: 36.3583
Val_SSIM: 0.954866

Epoch 691:
G_Loss: 0.013128
D_Loss: 2.000000
Val_PSNR: 36.3750
