Epoch,G_Loss,D_Loss,Val_PSNR,Val_SSIM,Val_IFC,Set5_PSNR,Set5_SSIM,Set5_IFC,Set14_PSNR,Set14_SSIM,Set14_IFC
484,0.005738,0.253794,30.7460,0.864041,2.550464,26.7065,0.783659,2.670246,24.0468,0.658399,2.690197
485,0.005740,0.259043,30.7325,0.863706,2.550522,26.6546,0.781801,2.669852,24.0410,0.657965,2.690514
486,0.005738,0.257517,30.7330,0.863750,2.550300,26.6874,0.782268,2.669993,24.0330,0.657563,2.690244
487,0.005735,0.250512,30.7441,0.863993,2.550388,26.6805,0.782391,2.669931,24.0538,0.658697,2.690571
488,0.005739,0.253127,30.7319,0.863666,2.550585,26.6913,0.782744,2.670098,24.0467,0.658334,2.690358
489,0.005737,0.259205,30.7544,0.864234,2.550601,26.6681,0.782362,2.670010,24.0549,0.658896,2.690823
490,0.005738,0.266817,30.7358,0.863840,2.550445,26.6820,0.782642,2.670146,24.0469,0.658453,2.690554
491,0.005736,0.259705,30.7454,0.864029,2.550394,26.6347,0.781089,2.669498,24.0417,0.657946,2.690194
492,0.005735,0.255280,30.7390,0.863915,2.550392,26.6857,0.782515,2.670160,24.0454,0.658160,2.690481
493,0.005735,0.253595,30.7462,0.863998,2.550662,26.6532,0.781484,2.669754,24.0525,0.658523,2.690711
494,0.005736,0.251200,30.7512,0.864167,2.550365,26.6686,0.782026,2.669868,24.0375,0.658063,2.690381
495,0.005737,0.263793,30.7441,0.864050,2.550466,26.6799,0.782270,2.669836,24.0508,0.658646,2.690537
496,0.005738,0.260424,30.7426,0.863924,2.550451,26.6670,0.781814,2.669737,24.0481,0.658484,2.690588
497,0.005735,0.262726,30.7415,0.863921,2.550505,26.6605,0.781735,2.669657,24.0413,0.658301,2.690473
498,0.005733,0.246349,30.7485,0.864111,2.550492,26.6482,0.781460,2.669705,24.0479,0.658548,2.690277
499,0.005737,0.249927,30.7456,0.864082,2.550155,26.6847,0.782500,2.670039,24.0425,0.658013,2.689929
500,0.005736,0.259762,30.7466,0.864115,2.550518,26.7121,0.783515,2.670376,24.0592,0.658953,2.691076
